Channel,Message ID,Sender User ID,Sender Username,Message DateTime (UTC),Text,Message Type,Is Forward,Origin Username,Geo-location,Hashtags,URLs Shared,Reactions,Message URL,Views,Forwards,Replies
unity_of_fields,739,unity_of_fields,unity_of_fields,2024-10-09 19:36:00,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/739,6562.0,10.0,No Replies
unity_of_fields,738,unity_of_fields,unity_of_fields,2024-10-09 19:36:00,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/738,6816.0,10.0,No Replies
unity_of_fields,737,unity_of_fields,unity_of_fields,2024-10-09 19:36:00,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/737,6145.0,10.0,No Replies
unity_of_fields,736,unity_of_fields,unity_of_fields,2024-10-09 19:36:00,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/736,6166.0,11.0,No Replies
unity_of_fields,735,unity_of_fields,unity_of_fields,2024-10-09 19:36:00,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/735,6043.0,10.0,No Replies
unity_of_fields,734,unity_of_fields,unity_of_fields,2024-10-09 19:36:00,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/734,6030.0,10.0,No Replies
unity_of_fields,733,unity_of_fields,unity_of_fields,2024-10-09 19:36:00,"**On Monday 10/7 about 100 students from **t**he Claremont Colleges held a divestment rally that led to the occupation of Carnegie Hall at Pomona College on Monday.
**
Starting at 10:07, an homage to the anniversary date, students walked out of classes and announced: 

__""Hello, today, Oct. 7th marks one year since israel’s intensified genocide in Gaza. While we attend class, israel has destroyed all universities in Gaza and is invading Lebanon. I am walking-out of class to rally with the 60+ student orgs demanding Pomona divest from weapons manufacturers, because there can be no business as usual during genocide. Join me and walk-out---there’s safety in numbers.""__

**Once inside, demonstrators used signs to obscure windows and barricaded/zip-tied exits. The protestors were all masked/bloc-ed up and escaped without arrest, several exiting through open windows on the second floor**. (No face, no case!)",MessageMediaPhoto,False,Not Available,None,[],[],149,https://t.me/unity_of_fields/733,5780.0,10.0,No Replies
unity_of_fields,732,unity_of_fields,unity_of_fields,2024-10-09 18:50:13,"Long live the Student Intifada 🔻
STOP COP NATION 🐷🔥",Text,False,Not Available,None,[],[],100,https://t.me/unity_of_fields/732,2309.0,4.0,No Replies
unity_of_fields,731,unity_of_fields,unity_of_fields,2024-10-09 18:49:22,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/731,2734.0,7.0,No Replies
unity_of_fields,730,unity_of_fields,unity_of_fields,2024-10-09 18:49:21,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/730,2878.0,7.0,No Replies
unity_of_fields,729,unity_of_fields,unity_of_fields,2024-10-09 18:49:21,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/729,2684.0,7.0,No Replies
unity_of_fields,728,unity_of_fields,unity_of_fields,2024-10-09 18:49:21,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/728,2608.0,7.0,No Replies
unity_of_fields,727,unity_of_fields,unity_of_fields,2024-10-09 18:49:21,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/727,2594.0,7.0,No Replies
unity_of_fields,726,unity_of_fields,unity_of_fields,2024-10-09 18:49:21,"From New York City: 

THE NYC REVOLUTIONARY YOUTH CALLS FOR A WEEK OF ACTION FOR COPS OFF CAMPUS FROM OCTOBER 14-22.

We are fed up with police repression and violence on and off campus. Whether it be the ""public safety department"" on CUNY campuses, the occupying NYPD in black and working-class neighborhoods, or the private security forces at private institutions and SUNYs, pigs must be expelled and fired from every single NYC campus, block, and neighborhood. Over the last year, we have put our bodies on the line for Palestinian liberation. We have been beaten senselessly by the same pigs who roam the hallways and the entrances of our campuses. Despite our efforts business is still as usual, so therefore we call for a week of action against cops on campus from October 14-22.",MessageMediaPhoto,False,Not Available,None,[],[],101,https://t.me/unity_of_fields/726,2582.0,7.0,No Replies
unity_of_fields,725,unity_of_fields,unity_of_fields,2024-10-09 17:37:40,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/725,2203.0,4.0,No Replies
unity_of_fields,724,unity_of_fields,unity_of_fields,2024-10-09 17:37:40,,MessageMediaDocument,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/724,2207.0,4.0,No Replies
unity_of_fields,723,unity_of_fields,unity_of_fields,2024-10-09 17:37:40,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/723,2141.0,5.0,No Replies
unity_of_fields,722,unity_of_fields,unity_of_fields,2024-10-09 17:37:40,"Another anonymous submission from UMass Amherst: 

On Tuesday 10/8, autonomous activists at UMass Amherst zip tied banners to the campus center.

**We urge student activists to escalate, and to challenge the status quo at their universities. Challenge the apolitical student body to take a side through visible actions.**

Statue also hit.

We will not stop until UMass Amherst cuts ties with war profiteers, and Palestine is liberated.",MessageMediaDocument,False,Not Available,None,[],[],108,https://t.me/unity_of_fields/722,2143.0,4.0,No Replies
unity_of_fields,721,unity_of_fields,unity_of_fields,2024-10-09 15:19:35,"**Unity of Fields is** **permanently banned on Instagram. We won't be back.** We're not surprised at the escalating censorship after we posted [**dozens**](https://x.com/unityoffields/status/1843340726324867093) of direct actions on the anniversary of the heroic Al-Aqsa Flood.**

Subscribe to our Telegram,** **follow our **[**Twitter**](http://twitter.com/unityoffields),** bookmark our **[**website**](http://unityoffields.org/)**, and save our email (****the_unity_of_fields@proton.me****) to stay in touch.**

**For more, read the recent Unity of Fields article on **[**censorship**](https://unityoffields.org/?p=806)**:**

We are entering into a regime of direct censorship. Indirect forms continue to be used in an attempt to intimidate the masses into censoring themselves, but that intimidation increasingly comes in the mode of direct censorship, making examples of the individuals and organizations acting as hubs of communication by singling them out for punishment...

Given the obvious weaknesses and dangers of electronic communications in resistance work, as underlined by current events, we must begin the process of establishing and strengthening in-person communication and material distribution of resistance propaganda...

This does not mean we should stop using electronic communications altogether... The goal should be to seize as much benefit as possible from these modes of communication, while not becoming overly dependent or exposed, and while building out alternative distribution networks. Consequently, while endeavoring to access all electronic channels under cover of anonymity, we must move to more censorship resistant channels; for example, from Twitter and Instagram to Telegram. We should expect to make moves of this type repeatedly as electronic channels that were previously resistant to censorship become compromised, and new channels are developed in response. Over the longer term, we must create and strengthen distribution networks for material propaganda (books, zines, pamphlets, etc.) while inculcating a culture that prioritizes these forms of communication over electronic forms.

[__Link__](https://unityoffields.org/?p=806)__ to digital security resources__",MessageMediaPhoto,False,Not Available,None,[],"['https://x.com/unityoffields/status/1843340726324867093)', 'http://twitter.com/unityoffields),**', 'http://unityoffields.org/)**,', 'https://unityoffields.org/?p=806)**:**', 'https://unityoffields.org/?p=806)__']",135,https://t.me/unity_of_fields/721,2555.0,17.0,No Replies
unity_of_fields,720,unity_of_fields,unity_of_fields,2024-10-09 12:21:10,,MessageMediaPhoto,True,PalestineResist,None,[],[],0,https://t.me/unity_of_fields/720,1794.0,6.0,No Replies
unity_of_fields,719,unity_of_fields,unity_of_fields,2024-10-09 12:21:10,,MessageMediaDocument,True,PalestineResist,None,[],[],0,https://t.me/unity_of_fields/719,1864.0,6.0,No Replies
unity_of_fields,718,unity_of_fields,unity_of_fields,2024-10-09 12:21:10,,MessageMediaDocument,True,PalestineResist,None,[],[],0,https://t.me/unity_of_fields/718,1834.0,6.0,No Replies
unity_of_fields,717,unity_of_fields,unity_of_fields,2024-10-09 12:21:10,"By land, by air, and by sea, we will rightfully reclaim our rights and our land, standing behind our resistance both in times of victory and loss. When the whole world tells you that you will lose, that the resistance will be annihilated and you with it, that there is no point in resisting, we tell them: [Resistance is a continuous benefit](https://t.me/PalestineResist/31532). We will resist until victory.

Our heroes in Gaza continue to resist, innovating and continually [preparing ](https://t.me/PalestineResist/61112)[across](https://t.me/PalestineResist/48015) [factions](https://t.me/PalestineResist/46739), innovating when the field calls for it, whether by indigenously-made rocket launchers like [Sa'ir](https://t.me/PalestineResist/26949) and [Yassin-105](https://t.me/PalestineResist/28758), snipers like [Ghoul](https://t.me/PalestineResist/30089) and [AMA](https://t.me/PalestineResist/59772), or torpedoes and drones like[ Asif](https://t.me/PalestineResist/17593), [Zouari](https://t.me/PalestineResist/16346), and [AQ](https://t.me/PalestineResist/14155). Such are the blessings of the great Flood. Let their determination and creativity be our guide. [Resistance begins with you](https://t.me/PalestineResist/18956).",MessageMediaPhoto,True,PalestineResist,None,[],"['https://t.me/PalestineResist/31532).', 'https://t.me/PalestineResist/61112)[across](https://t.me/PalestineResist/48015)', 'https://t.me/PalestineResist/46739),', 'https://t.me/PalestineResist/26949)', 'https://t.me/PalestineResist/28758),', 'https://t.me/PalestineResist/30089)', 'https://t.me/PalestineResist/59772),', 'https://t.me/PalestineResist/17593),', 'https://t.me/PalestineResist/16346),', 'https://t.me/PalestineResist/14155).', 'https://t.me/PalestineResist/18956).']",129,https://t.me/unity_of_fields/717,1824.0,6.0,No Replies
unity_of_fields,716,unity_of_fields,unity_of_fields,2024-10-08 21:12:54,"🧵 **Unity of Fields** [**Thread**](https://x.com/unityoffields/status/1843758079416095119)** on PSL's counterinsurgency in the Palestine movement**

This PSL [statement](https://www.liberationnews.org/psl-statement-we-will-stay-in-the-streets-until-palestine-is-free/) on the anniversary of the heroic Al-Aqsa Flood epitomizes the arrogance and delusions of the Counterinsurgency Left in the US. They’re taking a victory lap a year into an accelerating genocide, breaking their arm patting themselves on the back for the demobilizing role they’ve played since November 2023.

The first sentence of their statement centers the United States, but even that framework is too broad. The further one reads the narrower the focus becomes, finally centering on the PSL’s own half-hearted and feckless protests.

There is no mention of the Palestinian Resistance, let alone the specific faction that led and leads the Al Aqsa Flood revolt, Hamas. No mention of the Axis of Resistance. No notice of the sacrifices of Hezbollah, or Ansarallah. No notice of the war against Syria and Iran.

Nor is there mention of the martyrs and prisoners in the US. No mention of Aaron Bushnell, Matt Nelson, and the anonymous woman in Atlanta, who all made the greatest sacrifice that anyone can make in protest of evil.

No mention of the specific cases of repression and imprisonment, whether the Merrimack 4, Casey Goonan, or any of the hundreds of others facing jail time across the country.

In short, recognition of resistance of any kind, whether on the ground in Palestine or within the US movement, is completely missing from the PSL’s statement. Not even the word “resistance” makes an appearance.

As for PSL's efficacy, they're telling lies & claiming easy victories. Their measure of impact is the number of ppl mobilized to march in circles. Impact isn't measured in terms of the freedom of zionists to commit genocide. If it were, they'd have to admit to no impact at all.

Nothing has been “Shut Down” or meaningfully disrupted by their protests. The Student Intifada is the only wave of protest to cause sustained disruption to business as usual over the last year.

But these protests have been rooted in frustration with the limits set by PSL and the Counterinsurgency Left. IOW, the most advanced struggles in the United States in the last year happened in spite of PSL’s mobilizations, not because of them.

Moreover, the numbers PSL claims are a lie. Back in November 2023, they claimed their march had 300k attendees, 11mths later and the number has grown to 500k.

They exaggerate the numbers at their marches, while giving no account of the shrinking numbers at each subsequent mobilization. The movement gains nothing from these exaggerations. These distortions serve no other purpose than self aggrandizement for PSL.

Instead of congratulating themselves, PSL cadre should stop to consider how their leadership have acted as a brake on the advancement of resistance in the US. They should reflect on why resistance is not the beginning and the end of their statement regarding the Al Aqsa Flood. 

Ask these questions & seek their answers honestly, and you will recognize that PSL is not an organization that is leading or can lead a [revolutionary mvt](https://clarion.unity-struggle-unity.org/2024-3-6-revolution-in-our-lifetime/). Objectively, its role has been to demobilize and slow the development of resistance in the US.",MessageMediaWebPage,False,Not Available,None,[],"['https://x.com/unityoffields/status/1843758079416095119)**', 'https://www.liberationnews.org/psl-statement-we-will-stay-in-the-streets-until-palestine-is-free/)', 'https://clarion.unity-struggle-unity.org/2024-3-6-revolution-in-our-lifetime/).']",184,https://t.me/unity_of_fields/716,2608.0,26.0,No Replies
unity_of_fields,715,unity_of_fields,unity_of_fields,2024-10-08 20:47:16,"**Anonymous submission**:

Last night, we continued the direct action campaign targeting Magellan Aerospace Inc., a war profiteer that manufactures F-35 jet parts for death-dealer Lockheed Martin. Inspired by other actionists, we continue their attack on this cog in the Western war machine. In this action, we honor the anniversary of Al-Aqsa Flood and the breaking of the siege on Gaza. 

**As the zionist entity expands and escalates its year-long ethnic cleaning campaign throughout the Levant, so must we expand and escalate our resistance for Palestine, Lebanon, Yemen, and Syria**. Join us. Genocide profiteers will not know peace. The zionist entity and all its partners will fall. Glory to all martyrs and victory to the resistance. 

__Submit your actions to ____the_unity_of_fields@proton.me____!__",MessageMediaDocument,False,Not Available,None,[],[],99,https://t.me/unity_of_fields/715,2192.0,2.0,No Replies
unity_of_fields,714,unity_of_fields,unity_of_fields,2024-10-08 19:27:59,,MessageMediaDocument,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/714,2258.0,4.0,No Replies
unity_of_fields,713,unity_of_fields,unity_of_fields,2024-10-08 19:27:59,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/713,2297.0,4.0,No Replies
unity_of_fields,712,unity_of_fields,unity_of_fields,2024-10-08 19:27:59,"""Message from pro-Palestine actionists on the one year anniversary of Israel's brutal genocide in Gaza. Over the last 365 days, Congressman Adriano Espaillat has been loud and proud about his support for Israel’s slaughter of an estimated 200,000 Palestinians. **Last night, a group of uptown Jewish constituents painted his office red to symbolize the blood of those murdered by Israel in its ongoing genocide against Palestine, and now Lebanon**. While Espaillat is bought and paid for by the Zionist lobby, our action speaks louder than their blood money. The paint will wash off your office, Congressman, but the blood of thousands of martyrs will forever stain your legacy. Anti-Zionist Jews say free Palestine, end the occupation, and stop arming Israel!""",MessageMediaPhoto,False,Not Available,None,[],[],112,https://t.me/unity_of_fields/712,2200.0,4.0,No Replies
unity_of_fields,711,unity_of_fields,unity_of_fields,2024-10-08 14:12:28,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/711,2344.0,4.0,No Replies
unity_of_fields,710,unity_of_fields,unity_of_fields,2024-10-08 14:12:28,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/710,2403.0,4.0,No Replies
unity_of_fields,709,unity_of_fields,unity_of_fields,2024-10-08 14:12:28,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/709,2211.0,5.0,No Replies
unity_of_fields,708,unity_of_fields,unity_of_fields,2024-10-08 14:12:28,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/708,2205.0,4.0,No Replies
unity_of_fields,707,unity_of_fields,unity_of_fields,2024-10-08 14:12:28,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/707,2110.0,4.0,No Replies
unity_of_fields,706,unity_of_fields,unity_of_fields,2024-10-08 14:12:27,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/706,2221.0,4.0,No Replies
unity_of_fields,705,unity_of_fields,unity_of_fields,2024-10-08 14:12:27,"**Anonymous submission**:

On the evening of 10/7, autonomous activists struck the Engineering Quad and Fine Arts Center of UMass Amherst.

UMass Amherst is complicit in genocide through its partnerships with Raytheon and other war profiteers. At their engineering career fair, both Raytheon and General Dynamics were present. Both are weapons manufacturers that are heavily complicit in genocide. UMass Foundation is also invested into several war profiteering companies, which means our tuition money goes directly to genocide.

**Expect more autonomous actions at UMass Amherst. We will not rest until war profiteers are gone, and Palestine is fully liberated.**",MessageMediaPhoto,False,Not Available,None,[],[],112,https://t.me/unity_of_fields/705,2069.0,4.0,No Replies
unity_of_fields,704,unity_of_fields,unity_of_fields,2024-10-08 13:47:53,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/704,1874.0,2.0,No Replies
unity_of_fields,703,unity_of_fields,unity_of_fields,2024-10-08 13:47:53,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/703,1952.0,2.0,No Replies
unity_of_fields,702,unity_of_fields,unity_of_fields,2024-10-08 13:47:53,,MessageMediaDocument,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/702,1862.0,2.0,No Replies
unity_of_fields,701,unity_of_fields,unity_of_fields,2024-10-08 13:47:53,"Anonymous submission:

""In the early hours of 10/8, autonomous actors at Harvard **smashed windows of the main administrative building and vandalized the John Harvard statue** in an act of solidarity with the Palestinian resistance. **We are committed to bringing the war home and answering the call to open up a new front here in the belly of the beast**.""

View on Unity of Fields [Twitter](https://x.com/unityoffields/status/1843648919005544474)",MessageMediaDocument,False,Not Available,None,[],['https://x.com/unityoffields/status/1843648919005544474)'],108,https://t.me/unity_of_fields/701,1944.0,2.0,No Replies
unity_of_fields,700,unity_of_fields,unity_of_fields,2024-10-08 13:17:35,"**Communiqué just received:**

Disclose! Divest! We will not stop, we will not rest!

In the early hours of Monday, October 7, autonomous actionists embellished the entrance to a CCNY building to commemorate the one-year anniversary of the Al-Aqsa Flood jail break from Gaza & to echo widespread calls for CUNY divestment from apartheid and genocide among its community of 275k+ students.

We amplify community calls for:
1) disclosure & divestment of its ~$8.5 million holdings in complicit companies such as Dell, IBM, HP, Lenovo, Cisco, and BMC Software,
2) academic boycott of all trips to the zionist entity,
3) protections for students & workers expressing solidarity with the Palestinian liberation struggle,
4) a demilitarized campus including no IOF-affiliated speakers on campus and banning of the IOF-trained NYPD from campus, and
5) a People’s CUNY to support community members at large. Shame on Chancellor Félix Matos Rodríguez and President Vincent Boudreau for security coordination with the pigs who brutalize principled, peaceful protesters.

We know CUNY is eminently capable of fulfilling these demands due to the 1984 Board of Trustees decision to divest from apartheid South Africa! Solidarity to the student intifada, solidarity to the Palestinian resistance, and glory to the martyrs of Palestine. The entity will fall!

NYC residents in particular, to register your own thoughts on the genocidal complicity of this public university please contact
Email: chancellor@cuny.edu 
Call: +16466649100",MessageMediaDocument,False,Not Available,None,[],[],107,https://t.me/unity_of_fields/700,1926.0,2.0,No Replies
unity_of_fields,699,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/699,1965.0,4.0,No Replies
unity_of_fields,698,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/698,1975.0,4.0,No Replies
unity_of_fields,697,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/697,1994.0,4.0,No Replies
unity_of_fields,696,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/696,1961.0,4.0,No Replies
unity_of_fields,695,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/695,1990.0,4.0,No Replies
unity_of_fields,694,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/694,1968.0,4.0,No Replies
unity_of_fields,693,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/693,1989.0,4.0,No Replies
unity_of_fields,692,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/692,1987.0,4.0,No Replies
unity_of_fields,691,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/691,1936.0,4.0,No Replies
unity_of_fields,690,unity_of_fields,unity_of_fields,2024-10-08 13:09:34,"Anonymous submission: 🔻 On Oct 7, autonomous actors in SF left multiple messages in front of the offices occupied by Google gentrifiers. Every surface was covered in blood red paint, graffiti, and flyers confronting techies with their ties to genocide and mass displacement, from Palestine to the Bay. Their silence is met with a lasting visual reminder: settler colonists will NEVER know peace on stolen land. 🔻 

#Escalate4Gaza #FromtheRivertotheSea #FreePalestine",MessageMediaDocument,False,Not Available,None,"['#Escalate4Gaza', '#FromtheRivertotheSea', '#FreePalestine']",[],116,https://t.me/unity_of_fields/690,1976.0,4.0,No Replies
unity_of_fields,685,unity_of_fields,unity_of_fields,2024-10-08 01:25:18,"""Anti-genocide protesters paint-bombed and smashed the windows of a building on Montreal's McGill University campus today before being dispersed by SPVM riot cops."" [Via 3jane.tv](https://x.com/3janetv/status/1843419457152266314)",MessageMediaDocument,False,Not Available,None,[],['https://x.com/3janetv/status/1843419457152266314)'],126,https://t.me/unity_of_fields/685,2226.0,6.0,No Replies
unity_of_fields,684,unity_of_fields,unity_of_fields,2024-10-08 01:10:31,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/684,2122.0,7.0,No Replies
unity_of_fields,683,unity_of_fields,unity_of_fields,2024-10-08 01:10:31,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/683,2217.0,7.0,No Replies
unity_of_fields,682,unity_of_fields,unity_of_fields,2024-10-08 01:10:31,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/682,2191.0,7.0,No Replies
unity_of_fields,681,unity_of_fields,unity_of_fields,2024-10-08 01:10:30,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/681,2120.0,7.0,No Replies
unity_of_fields,680,unity_of_fields,unity_of_fields,2024-10-08 01:10:30,"🔻**Sabotaging Citibank in NYC**, anonymous communiqué:

**DEFUND GENOCIDE**

Today we remember not just one year since October 7th, 2023, but we also remember the genocide that Palestinians have been resisting since 1948. We remember the over 186,000 Palestinians martyred by the Zionist entity. We remember that we, as Americans, are complicit in the genocide as American imperialism allows ""Israel"" to exist and funds the murder of oppressed peoples worldwide.

**We targeted Citibank today because of its role in the genocide of Palestinians**. It boasts having ""the largest presence of any foreign financial institution in Israel"", providing services for Israel to secure money and weapons to perpetuateing its genocide against the Palestinian people. Furthermore, according to Bloomberg, Citi was the sole underwriter of a $500 million bond to Israel in January 2024, shortly after the start of the genocide in Gaza. Citi has also facilitated the sale of billions in bonds for Raytheon and Lockheed Martin, makers of the missiles and fighter jets Israel uses in Gaza. Citibank also invests and partners with Israel's tech sector, which develops and deploys technology to surveil and terrorize Palestinians.

Citibank is also implicated in crimes committed in the West Bank through their ownership stake in two of Israel's largest banks: Bank Leumi and Israel Discount Bank, both of which play an essential role in funding illegal settlements.

Economic activism in 1987 forced Citibank to divest from apartheid South Africa and through direct action we will force Citibank to divest from the genocide of the Palestinian people. **We will continue to learn from the tenacity of the Axis of Resistance and will continue to resist until all imperial and colonial states fall, and until we win the liberation of all oppressed people worldwide. Glory to all the martyrs and glory to the Intifada.
**
More info and sources at bit.ly/vp-citi

Via [Gerard Dalbon](https://x.com/GerardDalbon/status/1843445513838051478)",MessageMediaPhoto,False,Not Available,None,[],['https://x.com/GerardDalbon/status/1843445513838051478)'],130,https://t.me/unity_of_fields/680,2097.0,8.0,No Replies
unity_of_fields,679,unity_of_fields,unity_of_fields,2024-10-07 22:06:37,"LONG LIVE THE STUDENT INTIFADA! LONG LIVE THE AL-AQSA FLOOD!

The CCNY Advanced Science Research Center was hit by actionists who smashed windows and painted the building red. 

DIVEST NOW 🔻
FREE PALESTINE 🔻

View on Unity of Fields [Twitter](https://x.com/unityoffields/status/1843339339201425732)",MessageMediaDocument,False,Not Available,None,[],['https://x.com/unityoffields/status/1843339339201425732)'],174,https://t.me/unity_of_fields/679,3256.0,8.0,No Replies
unity_of_fields,678,unity_of_fields,unity_of_fields,2024-10-07 21:29:47,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/678,2026.0,3.0,No Replies
unity_of_fields,677,unity_of_fields,unity_of_fields,2024-10-07 21:29:47,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/677,2049.0,3.0,No Replies
unity_of_fields,676,unity_of_fields,unity_of_fields,2024-10-07 21:29:46,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/676,2066.0,3.0,No Replies
unity_of_fields,675,unity_of_fields,unity_of_fields,2024-10-07 21:29:46,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/675,1973.0,3.0,No Replies
unity_of_fields,674,unity_of_fields,unity_of_fields,2024-10-07 21:29:46,,MessageMediaPhoto,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/674,1948.0,3.0,No Replies
unity_of_fields,673,unity_of_fields,unity_of_fields,2024-10-07 21:29:46,"🔻🐷 An hour ago, at Union Square during WOL’s march commemorating Operation Al Aqsa Flood, a New York Pig Department effigy was set on fire. This comes 2 weeks after NYC’s cop mayor Eric Adam was indicted on corruption charges, 3 weeks after armed pigs committed a mass shooting at the Sutter Avenue subway station, and after 365 days of NYPD violently repressing pro-Palestine protests throughout the city.

**Make no mistake: New York City is a fully militarized Cop City. The same forces that terrorize working class black and brown New Yorkers also brutalize us for opposing genocide. They are armed agents of the settler empire that is Amerika, paid to enforce the global hierarchy of races through violence. **

So today, on the one year anniversary of Al Aqsa Flood, we say:

PIGS OUT OF SUBWAYS!
DISBAND THE STRATEGIC RESPONSE GROUP!
ABOLISH THE COUNTERTERRORISM UNIT!
STOP QUEENS COP CITY!
**STOP COP NATION!**

View on Unity of Fields [Twitter](https://x.com/unityoffields/status/1843402925873475891)",MessageMediaPhoto,False,Not Available,None,[],['https://x.com/unityoffields/status/1843402925873475891)'],161,https://t.me/unity_of_fields/673,1993.0,3.0,No Replies
unity_of_fields,672,unity_of_fields,unity_of_fields,2024-10-07 21:24:20,"🟡 NOW: Berlin’s Palestine protesters have gone on the counter-attack, shooting pyrotechnics at police and setting barricades ablaze. 

It was announced that the unrest came in support of the resistance forces in Palestine and to “take back the streets from a year of constant police brutality.” 

Earlier today, Berlin authorities cracked down hard on the October 7 anniversary protests, deploying 2,000 officers, using excessive violence, banning protests, and making a wave of arrests.",MessageMediaDocument,True,theredstream,None,[],[],155,https://t.me/unity_of_fields/672,1852.0,8.0,No Replies
unity_of_fields,671,unity_of_fields,unity_of_fields,2024-10-07 17:31:34,,MessageMediaDocument,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/671,2140.0,7.0,No Replies
unity_of_fields,670,unity_of_fields,unity_of_fields,2024-10-07 17:31:34,,MessageMediaDocument,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/670,2198.0,7.0,No Replies
unity_of_fields,669,unity_of_fields,unity_of_fields,2024-10-07 17:31:34,,MessageMediaDocument,False,Not Available,None,[],[],0,https://t.me/unity_of_fields/669,2220.0,7.0,No Replies
unity_of_fields,668,unity_of_fields,unity_of_fields,2024-10-07 17:31:34,"**Free Palestine, Glory to the Resistance 🔻

ARMS EMBARGO NOW**

In the early hours of Monday, October 7th, autonomous actionists in Kjipuktuk (so-called “Halifax”) redecorated a primary roadway of the “Port of Halifax,” calling out Canada’s role in funding and arming the ongoing genocide in Palestine. Being one of the largest port cities in Canada, Halifax is home to the Royal Canadian Navy Atlantic, the largest base in Canada as far as personnel, along with having the country’s largest concentration of military assets. In addition to the imperial role Halifax serves, it also houses 9/10 of Canada’s top defense contractors, including Lockheed Martin, General Dynamics, and Pratt & Whitney. These manufacturers, and countless others, operate extensively out of the “Port of Halifax,” supplying and arming the genocidal “israeli” regime. Long live the intifada.

Deep dive into Halifax role in war arms distribution: https://businesseventshalifax.com/subsectors/aerospace-and-defense-iss",MessageMediaPhoto,False,Not Available,None,[],['https://businesseventshalifax.com/subsectors/aerospace-and-defense-iss'],106,https://t.me/unity_of_fields/668,2178.0,8.0,No Replies
